"SAPCE2 Per capita personal consumption expenditures (PCE) by major type of product 1/"
"(dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2016","2017","2018","2019","2020"
"54000","West Virginia","7","      Other durable goods",373,364,375,381,368
"54000","West Virginia","9","      Food and beverages purchased for off-premises consumption",2815,2879,2911,3003,3322
"54000","West Virginia","10","      Clothing and footwear",821,812,823,819,787
"54000","West Virginia","11","      Gasoline and other energy goods",1039,1110,1228,1147,797
"54000","West Virginia","12","      Other nondurable goods",3109,3199,3275,3366,3530
"54000","West Virginia","15","      Housing and utilities",5598,5719,6049,6139,6220
"54000","West Virginia","16","      Health care",7712,8053,8507,9036,8649
"54000","West Virginia","17","      Transportation services",575,593,639,677,567
"54000","West Virginia","18","      Recreation services",865,885,925,949,694
"54000","West Virginia","19","      Food services and accommodations",2123,2147,2215,2280,1876
"54000","West Virginia","20","      Financial services and insurance",2187,2374,2579,2575,2558
"54000","West Virginia","21","      Other services",2329,2385,2485,2614,2402
"55000","Wisconsin","1","Per capita personal consumption expenditures",37807,39132,40970,41987,40963
"55000","Wisconsin","4","      Motor vehicles and parts",1613,1698,1764,1761,1893
"55000","Wisconsin","5","      Furnishings and durable household equipment",946,969,1036,1053,1146
"55000","Wisconsin","6","      Recreational goods and vehicles",1191,1248,1330,1379,1600
"55000","Wisconsin","7","      Other durable goods",498,497,508,505,483
"55000","Wisconsin","9","      Food and beverages purchased for off-premises consumption",2770,2858,2928,2969,3221
"55000","Wisconsin","10","      Clothing and footwear",983,993,1014,991,928
"55000","Wisconsin","11","      Gasoline and other energy goods",1070,1191,1379,1341,996
"55000","Wisconsin","12","      Other nondurable goods",3159,3216,3316,3461,3646
"55000","Wisconsin","15","      Housing and utilities",6534,6718,6954,7084,7256
"55000","Wisconsin","16","      Health care",7451,7575,7923,8224,7648
"55000","Wisconsin","17","      Transportation services",965,1009,1055,1103,884
"55000","Wisconsin","18","      Recreation services",1208,1280,1337,1365,978
"55000","Wisconsin","19","      Food services and accommodations",2286,2382,2461,2534,2069
"55000","Wisconsin","20","      Financial services and insurance",2762,2952,3184,3238,3338
"55000","Wisconsin","21","      Other services",2604,2712,2859,3044,2743
"56000","Wyoming","1","Per capita personal consumption expenditures",39441,40628,42055,42817,42016
"56000","Wyoming","4","      Motor vehicles and parts",2014,2101,2135,2123,2286
"56000","Wyoming","5","      Furnishings and durable household equipment",910,921,987,1029,1147
"56000","Wyoming","6","      Recreational goods and vehicles",777,742,780,805,871
"56000","Wyoming","7","      Other durable goods",491,487,500,507,480
"56000","Wyoming","9","      Food and beverages purchased for off-premises consumption",3219,3329,3415,3521,3883
"56000","Wyoming","10","      Clothing and footwear",1293,1295,1341,1357,1333
"56000","Wyoming","11","      Gasoline and other energy goods",1067,1173,1350,1340,947
"56000","Wyoming","12","      Other nondurable goods",2653,2682,2733,2822,3023
"56000","Wyoming","15","      Housing and utilities",6966,7331,7597,7785,7811
"56000","Wyoming","16","      Health care",6533,6768,7144,7393,6894
"56000","Wyoming","17","      Transportation services",1293,1311,1385,1419,1204
"56000","Wyoming","18","      Recreation services",1334,1418,1495,1530,1198
"56000","Wyoming","19","      Food services and accommodations",2629,2683,2848,2963,2414
"56000","Wyoming","20","      Financial services and insurance",4873,4877,4857,4630,4732
"56000","Wyoming","21","      Other services",2392,2467,2449,2583,2530
"Legend / Footnotes:"
"1/ Per capita PCE estimates are in current dollars, and reflect Census Bureau midyear population estimates for years 2010-2020 available as of December 2020. These population estimates are based on the 2010 census. BEA will incorporate Census Bureau midyear population estimates based on the 2020 census results when they become available. Per capita values are computed from unrounded data."
"Last updated: October 8, 2021-- new statistics for 2020; revised statistics for 1997-2019."
